dataset,training_ratio,model,training_time,predict_time,error,model_size
diabetes,0.06499999999999999,LDA,0.012965339998481795,0.0012612500009709037,0.1387738589211618,483.00000000000006
diabetes,0.06499999999999999,Decicision Tree,0.012986549998458939,0.003749220000463538,0.13790456431535272,125.59999999999998
diabetes,0.06499999999999999,Random Forrest,2.3113697999993748,1.2563642599998277,0.13523029045643153,1649987.5999999999
diabetes,0.06499999999999999,AdaBoost,0.23116627000126758,0.08241274999818417,0.139195020746888,449.2
diabetes,0.06499999999999999,kNN,0.0016033499989134726,1.4578902600005677,0.14055809128630709,0
diabetes,0.06499999999999999,Logistic Regression,0.05533758000019588,0.0013413400003628338,0.13803526970954358,0
diabetes,0.06499999999999999,Neural Network,0.2621478400011256,0.042633949998707975,0.157,72961.99999999999
diabetes,0.06999999999999999,QDA,0.008160360001056688,0.016494779999629824,0.23087408452457522,923.9999999999999
diabetes,0.06999999999999999,LDA,0.02122495000003255,0.0013692600005015265,0.1378846034150086,483.00000000000006
diabetes,0.06999999999999999,Decicision Tree,0.014186380001046928,0.003834989999450045,0.13645511317662193,124.39999999999999
diabetes,0.06999999999999999,Random Forrest,2.494586509998771,1.2808402299997397,0.1342372248386896,1722834.8
diabetes,0.06999999999999999,AdaBoost,0.2515446500001417,0.08341714999987744,0.1394862963961908,450.0
diabetes,0.06999999999999999,kNN,0.001656040000671055,1.5133262099996498,0.13923525384344074,0
diabetes,0.06999999999999999,Logistic Regression,0.058965370000078114,0.0013313400006154553,0.1367082304612129,0
diabetes,0.06999999999999999,Neural Network,0.28939370000007336,0.04389250999956858,0.14998858897487502,72961.99999999999
diabetes,0.07499999999999998,QDA,0.00866220999887446,0.016435759999149015,0.23290317226498475,923.9999999999999
diabetes,0.07499999999999998,LDA,0.01467951000086032,0.0013816899998346345,0.13909002261457712,483.00000000000006
diabetes,0.07499999999999998,Decicision Tree,0.014933169999858362,0.0036945199994079304,0.13716259673437206,125.99999999999997
diabetes,0.07499999999999998,Random Forrest,2.6167662700005168,1.2836060699999505,0.13515218158053072,1800528.4000000001
diabetes,0.07499999999999998,AdaBoost,0.2609676199994283,0.08339529000004403,0.1396149297703272,450.0
diabetes,0.07499999999999998,kNN,0.0017121899996709543,1.485285990000557,0.1402000041494637,0
diabetes,0.07499999999999998,Logistic Regression,0.060821730000316154,0.001352109998697415,0.1381875142637814,0
diabetes,0.07499999999999998,Neural Network,0.2853439599995909,0.04184126000036485,0.1480653125583518,72961.99999999999
diabetes,0.07999999999999999,QDA,0.009054530001594686,0.01632580999939819,0.22858773003589286,923.9999999999999
diabetes,0.07999999999999999,LDA,0.01795198999971035,0.0013276600002427585,0.1384468557438951,483.00000000000006
diabetes,0.07999999999999999,Decicision Tree,0.016143050002574454,0.0037155599980906117,0.13743023714184943,125.59999999999998
diabetes,0.07999999999999999,Random Forrest,2.764955340000597,1.3307325899993883,0.13524346978153076,1865435.5999999999
diabetes,0.07999999999999999,AdaBoost,0.2771814499988977,0.08137985000139451,0.13983070188178182,448.0
diabetes,0.07999999999999999,kNN,0.00184406000043964,1.508585009998933,0.14040955206539554,0
diabetes,0.07999999999999999,Logistic Regression,0.06313521999909426,0.0013287599998875522,0.1381231975767132,0
diabetes,0.07999999999999999,Neural Network,0.31332264000011495,0.04192977999991854,0.14467935019398745,72961.99999999999
diabetes,0.08499999999999998,QDA,0.00961883999989368,0.016306179999082817,0.23057532313948423,923.9999999999999
diabetes,0.08499999999999998,LDA,0.01875627000044915,0.0013334199997188988,0.1387539160563497,483.00000000000006
diabetes,0.08499999999999998,Decicision Tree,0.016934399998717712,0.0038810600017313845,0.13680989232141744,125.99999999999997
diabetes,0.08499999999999998,Random Forrest,3.0014677200000732,1.349545030000445,0.13502147347455343,1937197.2
diabetes,0.08499999999999998,AdaBoost,0.29563030000063006,0.08664462999877287,0.13947384800514534,450.0
diabetes,0.08499999999999998,kNN,0.0018624299998919013,1.543594820000726,0.14035145957385006,0
diabetes,0.08499999999999998,Logistic Regression,0.06584687999857124,0.0013711200015677604,0.13804643249859955,0
diabetes,0.08499999999999998,Neural Network,0.3413896900012333,0.04246070999797666,0.14009834228925913,72961.99999999999
diabetes,0.08999999999999998,QDA,0.010072059999220073,0.016355260001728312,0.22934085769414306,923.9999999999999
diabetes,0.08999999999999998,LDA,0.01735336000128882,0.0012877299996034708,0.13860246063196333,483.00000000000006
diabetes,0.08999999999999998,Decicision Tree,0.01802989999996498,0.003715750000264961,0.13697794560053111,125.59999999999998
diabetes,0.08999999999999998,Random Forrest,3.1322767100005877,1.3550919900008012,0.1349779041058943,1992826.0
diabetes,0.08999999999999998,AdaBoost,0.30971988000019335,0.0870204900005774,0.13936388721757714,450.0
diabetes,0.08999999999999998,kNN,0.0019574600002670198,1.5607860799980697,0.14054440963505466,0
diabetes,0.08999999999999998,Logistic Regression,0.0685787900009018,0.001356369999848539,0.13876221498371336,0
diabetes,0.08999999999999998,Neural Network,0.3501215700009197,0.041468479999457485,0.14090541297537293,72961.99999999999
diabetes,0.09499999999999999,QDA,0.010455469999578781,0.01647430000011809,0.22859810369509742,923.9999999999999
diabetes,0.09499999999999999,LDA,0.0248248700008844,0.0012898699984361882,0.13900495860909978,483.00000000000006
diabetes,0.09499999999999999,Decicision Tree,0.01912030000021332,0.0037700900007621384,0.1368181912487811,125.99999999999997
diabetes,0.09499999999999999,Random Forrest,3.3016766200002166,1.347224170001573,0.13481607502230336,2060774.3999999997
diabetes,0.09499999999999999,AdaBoost,0.32861871999848513,0.08344668000063392,0.13790950019709952,450.0
diabetes,0.09499999999999999,kNN,0.0021813299994391856,1.5969532400005846,0.14021660200419095,0
diabetes,0.09499999999999999,Logistic Regression,0.07202692999926513,0.001343609998730244,0.13836386647025872,0
diabetes,0.09499999999999999,Neural Network,0.38134777999948705,0.041596579999895765,0.13815224382248592,72961.99999999999
diabetes,0.09999999999999998,QDA,0.010852380000142148,0.016190550000465008,0.23054564315352696,923.9999999999999
diabetes,0.09999999999999998,LDA,0.01883408999929088,0.0014448100002482534,0.13909751037344398,483.00000000000006
diabetes,0.09999999999999998,Decicision Tree,0.020200420000765003,0.003896290000557201,0.13614937759336102,125.99999999999997
diabetes,0.09999999999999998,Random Forrest,3.4610760000003213,1.3516547199986235,0.1351597510373444,2114349.2
diabetes,0.09999999999999998,AdaBoost,0.34358177999965844,0.08453175999966334,0.13819917012448132,450.0
diabetes,0.09999999999999998,kNN,0.002283219999662833,1.6194332400009444,0.14021369294605807,0
diabetes,0.09999999999999998,Logistic Regression,0.07512187999964226,0.0013869000002159737,0.1380103734439834,0
diabetes,0.09999999999999998,Neural Network,0.4105177500008722,0.04203911000004155,0.1381058091286307,72961.99999999999
